,Time,Elevation,Act.ele,Longtitude,Latitude,Distance_between_origin,Distance_origin,Direction_origin,X,Y,pH,TP,SWC,TOC,TN,C.N,DOC,DON,DOC.DON,NDVI,GT,GP,MOI,Tmin,Tmax,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Year.ET,Spr.ET,Sum.ET,Aut.ET,Win.ET,June.ET,July.ET,Aug.ET,Year.PREC,Spr.PREC,Sum.PREC,Aut.PREC,Win.PREC,June.PREC,July.PREC,Aug.PREC,Year.DTR,Spr.DTR,Sum.DTR,Aut.DTR,Win.DTR,June.DTR,July.DTR,Aug.DTR,Year.ARI,Spr.ARI,Sum.ARI,Aut.ARI,Win.ARI,June.ARI,July.ARI,Aug.ARI
HDX089,2013,4800,4807,91.06594077,30.53613,4800m_1km_E,1000,E,1000,0,5.97,0.753,0.293,58.256,4.763,12.231,112.118,15.077,7.436360019,0.260564178,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX090,2013,4800,4808,91.13452919,30.58987,4800m_10km_E,10000,E,10000,0,5.605,0.638,0.055,65.277,5.608,11.639,76.51,10.259,7.457841895,0.209704861,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX091,2013,4900,4901,91.00141205,30.50014,4900m_10km_W,10000,W,-10000,0,5.555,0.723,0.361,54.159,4.839,11.192,122.671,20.868,5.878426299,0.351029813,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX092,2013,4900,4903,91.04882994,30.53187,4900m_1km_W,1000,W,-1000,0,5.405,0.634,0.384,48.762,3.886,12.548,121.794,20.818,5.850417908,0.313108951,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX093,2013,4900,4905,91.05703239,30.53435,4911m_49m_W,100,W,-100,0,5.535,0.557,0.385,58.906,4.425,13.313,176.135,22.59,7.797034086,0.324936867,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX094,2013,4900,4905,91.05759367,30.53449,4911m_10m_W,10,W,-10,0,5.305,0.585,0.306,58.355,4.653,12.54,136.631,110.624,1.235093651,0.34517917,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX095,2013,4900,4905,91.05779374,30.53454,4911m_1m_W,1,W,-1,0,5.58,0.633,0.442,59.849,4.597,13.02,239.244,27.834,8.595386937,0.257064462,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX096,2013,4900,4919,91.05778103,30.53489,4921m_10m_U,10,U,0,10,5.385,0.541,0.492,54.507,3.939,13.837,573.329,47.091,12.17491665,0.306509882,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX097,2013,4900,4910,91.05775837,30.5346,4912m_1m_U,1,U,0,1,5.145,0.607,0.296,57.77,4.636,12.46,112.901,19.976,5.651832199,0.257064462,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX098,2013,4900,4905,91.05782732,30.53456,4911m,0,O,0,0,5.275,0.555,0.471,65.468,5,13.093,193.529,32.191,6.011897735,0.257064462,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX099,2013,4900,4903,91.05785145,30.53451,4910m_1m_D,1,B,0,-1,5.71,0.745,0.431,58.277,4.757,12.25,112.837,17.471,6.45853128,0.257064462,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX100,2013,4900,4883,91.05799016,30.53409,4901m_10m_D,10,B,0,-10,5.63,0.682,0.39,52,4.333,12,209.067,25.223,8.2887444,0.256417155,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX101,2013,4900,4905,91.05786839,30.53456,4911m_1m_E,1,E,1,0,5.705,0.641,0.417,54.764,4.142,13.222,120.898,21.463,5.632856544,0.257064462,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX102,2013,4900,4905,91.05802552,30.53461,4911m_10m_E,10,E,10,0,5.215,0.545,0.38,58.584,4.415,13.271,123.607,22.045,5.607031073,0.310214907,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,774.922554,104.2963195,229.278161,278.8641152,162.4839583,120.0001327,83.92456262,74.93941993,410.332207,5.567378518,38.03511193,289.5633625,77.1663541,58.05844983,133.8946327,97.6102799,10.34031333,11.44633618,10.50086096,9.350284326,10.06377183,10.54634616,8.775515787,8.728991032,1.958299084,23.76925922,6.416966115,0.993518166,2.162031494,2.124488869,0.643832904,0.800311712
HDX103,2013,4900,4905,91.05851117,30.53476,4911m_79m_E,100,E,100,0,5.825,0.536,0.439,57.065,4.517,12.633,200.672,19.475,10.30408216,0.332649469,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX104,2013,4900,4897,91.06546929,30.53804,4899m_1km_E,1000,E,1000,0,5.66,0.575,0.361,46.862,3.341,14.028,210.324,25.325,8.304995064,0.250915498,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX105,2013,4900,4879,91.13468046,30.59154,4900m_10km_E,10000,E,10000,0,5.565,0.731,0.47,61.55,5.053,12.182,200.892,22.99,8.738234015,0.341267854,6.367539342,433.4501633,0.626968605,-3.488268988,4.662637641,0.587184302,8.150906642,33.37745309,581.5292263,12.20636459,-12.40792646,24.61429105,7.288579536,-5.133457998,7.58205842,-6.467890064,477.5273555,172.7759162,0.446690664,137.4035297,352.385144,5.672300146,333.0832249,10.65161364,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX106,2013,5000,4995,90.99977649,30.50126,5000m_10km_W,10000,W,-10000,0,6.11,0.733,0.089,46.217,3.712,12.452,125.809,12.883,9.765504929,0.356772631,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX107,2013,5000,4986,91.04723042,30.53318,5000m_1km_W,1000,W,-1000,0,5.39,0.688,0.483,78.634,5.781,13.603,210.425,20.551,10.23916111,0.357855529,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX108,2013,5000,5011,91.0562318,30.53633,5002m_86m_W,100,W,-100,0,5.38,0.532,0.504,78.271,5.42,14.441,174.79,21.029,8.311855057,0.400180072,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX109,2013,5000,5011,91.05675,30.53666,5002m_10m_W,10,W,-10,0,5.22,0.642,0.569,68.071,5.008,13.593,203.495,23.817,8.54410715,0.353160352,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX110,2013,5000,5011,91.05697489,30.5366,5002m_1m_W,1,W,-1,0,5.2,0.66,0.357,64.911,4.774,13.596,208.591,22.066,9.453049941,0.353160352,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX112,2013,5000,5013,91.05702238,30.53666,5003m_1m_U,1,U,0,1,5.63,0.574,0.301,35.497,2.643,13.429,167.567,12.9,12.98968992,0.353160352,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX113,2013,5000,5011,91.05704486,30.53663,5002m,0,O,0,0,5.51,0.636,0.307,58.299,4.325,13.478,146.295,13.657,10.71208904,0.362231642,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
